Job name,Company,Deadline,Location
Customer support specialist - (Mixed shift) Turkish,iBooben Development,28 March 2024,Yerevan
Оператор call-центра,Globbing,28 March 2024,Yerevan
Operations Manager,SoftConstruct,28 March 2024,Yerevan
Call centre specialist,FlyOne Armenia,28 March 2024,Yerevan
SMM-մասնագետ,Atenk Ltd,28 March 2024,Yerevan
Social Media Enthusiast,Little Bali House,27 March 2024,Yerevan                                            (Remote)
Senior UI/UX Designer,TokenWin,27 March 2024,Yerevan
Social Media Manager,Balance Marketing Studio,27 March 2024,Yerevan                                            (Remote)
Policy and Process Manager,Globbing,27 March 2024,Yerevan
Տեխնիկական աջակցման մասնագետ,ԱյԱյ Սեք,27 March 2024,Yerevan
Financial Analyst,Art Lunch,27 March 2024,Yerevan
Сервисный инженер,ECOS,23 March 2024,Hrazdan
Արտագնա տուր մենեջեր,Tour Advice Armenia,27 March 2024,Yerevan
Front Desk Manager,FYM Management,27 March 2024,Yerevan
Logistics Specialist,Yerevan Chocolate Company CJSC,27 March 2024,Yerevan
Customer Relationship Management Unit /CRM/ Chief specialist,AMIO BANK,27 March 2024,Yerevan
Automatic Control System Designer,INOGATE,26 March 2024,Yerevan
Սարքավորումների վաճառքի մասնագետ,Ucom,27 March 2024,Yerevan
Էլեկտրոնիկայի տեխնիկ/ինժեներ,AeroDynamics,27 March 2024,Yerevan
Marketing and SMM specialist,Green Residential Park LLC,27 March 2024,Yerevan
Marketing Specialist,SoftConstruct,27 March 2024,Yerevan
Senior .NET Backend Engineer,PandaTech LLC,24 March 2024,Yerevan
Դիլինգային կենտրոնի ավագ դիլեր,AraratBank OJSC,27 March 2024,Yerevan
Ավիամոդելների պատրաստման մասնագետ,AeroDynamics,27 March 2024,Yerevan
Software Test Engineer,AeroDynamics,27 March 2024,Yerevan
Risk & Fraud Manager,SoftLand LLC,27 March 2024,Yerevan
Senior Java Developer,MAX E-commerce Int,27 March 2024,Yerevan
Marketing Manager,SoftConstruct,27 March 2024,Yerevan
Payment Operations Specialist,SoftLand LLC,27 March 2024,Yerevan
QA Engineer,Artsolution R&D,27 March 2024,Yerevan
Call center operator,MIMO Bike,27 March 2024,Yerevan                                            (Remote)
Python / Cloud Engineer,Intelinair,27 March 2024,Yerevan
Junior/Middle QA Engineer,Alison,27 March 2024,Yerevan                                            (Remote)
HR specialist,«Հայաստանի հանրային հեռուստաընկերություն» ՓԲԸ,27 March 2024,Yerevan
Marketing Manager,"""ASBC"" LLC",27 March 2024,Yerevan
“Ashtarak” Branch Credit Officer/Business Development Manager,FINCA UCO CJSC,21 March 2024,Ashtarak
B2B Sales Manager,"""ASBC"" LLC",27 March 2024,Yerevan
B2B Key Account Manager,"""ASBC"" LLC",27 March 2024,Yerevan
Retail Sales Consultant,"""ASBC"" LLC",27 March 2024,Yerevan
B2B Purchasing Manager,"""ASBC"" LLC",27 March 2024,Yerevan
Driver,Tourinvest LLC,27 March 2024,Yerevan
Educational Programs Coordinator,BostonGene Technologies,27 March 2024,Yerevan
Mid and above React Developer,TRIVO,27 March 2024,Yerevan
Junior bioinformatician - lung carcinomas,BostonGene Technologies,27 March 2024,Yerevan
Специалист по работе с клиентами на немецком и английском языках,Ascensio Systems,27 March 2024,Yerevan                                            (Remote)
Assistant to the Head,"""Center for strategic development of Armenia"" Foundation",27 March 2024,Yerevan
Seller-Consultant / Yerevan,Mobile Centre,27 March 2024,Yerevan
Head of Marketing Department,Alpha Group,26 March 2024,Yerevan
Mid+/Senior C++ Linux Developer,LanAr Service LLC,27 March 2024,Yerevan
Penetration Tester,Digitain,25 March 2024,Yerevan
Շուկայի զարգացման մենեջեր,Giga Farm LLC,27 March 2024,Yerevan
Call Center Operator,TUMO Center for Creative Technologies,27 March 2024,Yerevan
Design Engineer,«ԱՐՍԵՆԱԼ ԼՏԴ» ՍՊԸ,19 March 2024,Yerevan
Safety Manager,«ԱՐՍԵՆԱԼ ԼՏԴ» ՍՊԸ,19 March 2024,Yerevan
Cold Call Specialist,“NAIRI INSURANCE” INSURANCE LLC,27 March 2024,Yerevan
"Իրավաբան, գնումների համակարգող",Concern-Energomash  CJSC,27 March 2024,Yerevan
Retention Manager,iBooben Development,27 March 2024,Yerevan                                            (Remote)
CRM Manager / Direct marketing,iBooben Development,27 March 2024,Yerevan                                            (Remote)
Call Center Operator,Delex Law  firm,27 March 2024,Yerevan
Chief accountant,A  M Rare,27 March 2024,Yerevan
Microbiologist,A  M Rare,27 March 2024,Hankavan
Marketing Manager of Kazakhstan,Globbing,27 March 2024,Yerevan
Mid Full Stack Developer,BUILG,24 March 2024,Yerevan
CRM Operations Officer,Adjarabet.am,27 March 2024,Yerevan
Բուժքույր ստոմատոլոգիական կլինիկայի համար,Ավանտա նորարարական բժշկության կենտրոն,20 March 2024,Yerevan
Վաճառքի մենեջեր,Eighty Eight Hotel and Spa,25 March 2024,Tsaghkadzor
Գրասենյակային վաճառքի մասնագետ/ սառը զանգերի մասնագետ,Ceramica,25 March 2024,Yerevan
Back-End Developer Instructor/Trainer,Logix Software LLC,24 March 2024,Yerevan
Case Processing Assistant (English Speaking),RightWay Canada Immigration Services,24 March 2024,Yerevan                                            (Remote)
Online support service,Robin globe,24 March 2024,Yerevan
Պրոյեկտ մենեջեր,Brandon marketing,24 March 2024,Yerevan                                            (Remote)
Бухгалтер в консалтинговую компанию,Move2Armenia Career,24 March 2024,Yerevan
Imports commercial manager,ABIO Garden Mall,24 March 2024,Abovyan
Administrative Assistant,ARMENIANS UNIFIED,24 March 2024,Yerevan                                            (Remote)
Engineer Data Quality,PMI Science R&D Center in Armenia,24 March 2024,Yerevan
Financial advisor,ARMENIAN IMMIGRATION CENTER,24 March 2024,Yerevan
Խորհրդատու-Վաճառքի Մասնագետ,Philip Morris Armenia LLC,24 March 2024,Yerevan
Հաշվետար,Digitain,24 March 2024,Yerevan
Մարդկային ռեսուրսների կառավարման բաժնի գլխավոր մասնագետ,ARMENIA WINE FACTORY LLC,24 March 2024,Ashtarak
Head of Risk Management,Fastex,24 March 2024,Yerevan
Kapan Regional Coordinator,American University of Armenia Fund,24 March 2024,Kapan
Event coordinator/VBET,SoftConstruct,21 March 2024,Yerevan
Продавец-Кассир,SPORTMASTER,24 March 2024,Yerevan
B2B  sales manager,ԱՐՓԻ ՍՈԼԱՐ ՍՊԸ,24 March 2024,Yerevan
Adjunct Faculty in Master of Public Affairs,American University of Armenia Fund,24 March 2024,Yerevan
Network and Operation System Administrator,QGroup,24 March 2024,Yerevan
ՍՄՄ դասախոս,Էլբակյան կրթահամալիր,24 March 2024,Yerevan
Customer Success Specialist,Business Development Group (BDG),24 March 2024,Yerevan
English Speaking Sales Manager,AffPapa,24 March 2024,Yerevan                                            (Remote)
Content Writer,AffPapa,24 March 2024,Yerevan                                            (Remote)
Sales management,Մեդիա Վերլուծական Կենտրոն ՍՊԸ,23 March 2024,Yerevan                                            (Remote)
Գնումների մասնագետ,HAYASA HOSPITALITY GROUP LLC,24 March 2024,Yerevan
Ticketing Specialist,SoftConstruct,24 March 2024,Yerevan
Բժշկական ներկայացուցիչ,Giga Farm LLC,24 March 2024,Yerevan
Training Lead (Customer Care),TokenWin,24 March 2024,Yerevan
B2B Business Development Manager,Foody,24 March 2024,Yerevan
Վարկային Կառավարիչ,ECLOF Armenia,24 March 2024,Vedi
"Assistant, Human Resources",ClinChoice LLC,24 March 2024,Yerevan
Fraud Analyst,Digitain,24 March 2024,Yerevan
Ներքին աուդիտի ղեկավար,ARMENIAN NATIONAL INTERESTS FUND CJSC (ANIF),24 March 2024,Yerevan
"Junior Specialist, Business Administration",ClinChoice LLC,24 March 2024,Yerevan
Sales Manager | Sport Generate,Digitain,24 March 2024,Yerevan
Leading Specialist of Court Service Unit,AMIO BANK,24 March 2024,Yerevan
"Վարկային մասնագետ, ք․ Էջմիածին (Ագրովարկավորման բաժին)",AraratBank OJSC,24 March 2024,Vagharshapat
Մարքեթինգի մասնագետ,Ադամիում,23 March 2024,Yerevan
Construction manager,Test Company,23 March 2024,Yerevan
Customer Service Representative,ARMENIANS UNIFIED,23 March 2024,Yerevan                                            (Remote)
Construction manager,TEST COMPANY,22 March 2024,Yerevan
Administrative Officer,Դիակոնիա բարեգործական հիմնադրամ,23 March 2024,Yerevan
CRM Data Analyst,Թայմլես ՍՊԸ,23 March 2024,Yerevan
Գանձապահ,ABIO Garden Mall,23 March 2024,Abovyan
Ներքին դիտարկումների մասնագետ (ՓԼ/ԱՖ),Telcell,23 March 2024,Yerevan
Թվային ինտեգրման մասնագետ,Telcell,23 March 2024,Yerevan
Մերչենդայզեր,Telcell,23 March 2024,Yerevan
Marketing manager,INOGATE,22 March 2024,Yerevan
Հաշվապահական թիմի ղեկավար,Նյու Ֆորմ ՍՊԸ,22 March 2024,Yerevan
Sales Consultant,Hermosa Cosmetics & Perfumes,22 March 2024,Yerevan
Head of Finance,emater,23 March 2024,Yerevan
Senior Financial Controller,Partner Company,23 March 2024,Yerevan
1C ծրագրային պատասխանատու,Alpha Group,23 March 2024,Yerevan
Assistant to Chief Administrative Officer,Digitain,23 March 2024,Yerevan
Customer Service Representative,emater,23 March 2024,Yerevan
Digital Trade Engagement Lead,Philip Morris Armenia LLC,23 March 2024,Yerevan
Գանձապահ՝ «Մովսես Խորենացի» մասնաճյուղում՝ 09։00-18։00 աշխատաժամանակով,FastBank CJSC,23 March 2024,Yerevan
Գործառնական ռիսկերի կառավարման բաժնի մասնագետ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,23 March 2024,Yerevan
Հաշվետար,Mobile Centre,23 March 2024,Yerevan
Գործառնական ռիսկերի կառավարման բաժնի պետ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,23 March 2024,Yerevan
Վարկային ռիսկերի կառավարման բաժնի պետ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,23 March 2024,Yerevan
IT Project Manager,CREATIX,23 March 2024,Yerevan
Կորպորատիվ և ՓՄՁ վարկերի ռիսկերի կառավարման գծով մասնագետ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,23 March 2024,Yerevan
Seller-Consultant / Artashat,Mobile Centre,23 March 2024,Artashat
Մանրածախ վարկերի ռիսկերի կառավարման գծով մասնագետ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,23 March 2024,Yerevan
"ՀԱՅԷԿՈՆՈՄԲԱՆԿ ԲԲԸ մասնաճյուղերում ստաժոր //փորձնակ/ հաշվապահ-գանձապահ, վարկային մասնագետ/",ARMECONOMBANK OJSC,23 March 2024,Yerevan
Հյուրանոցի  գլխավոր մենեջեր,Eighty Eight Hotel and Spa,23 March 2024,Tsaghkadzor
B2B sales manager,MACH TECH,23 March 2024,Yerevan
Պահեստի որակի պատասխանատու,"""Նատալի Ֆարմ Դեղատուն՛՛ ՍՊԸ",22 March 2024,Yerevan
Менеджер эфира,Media Live,23 March 2024,Yerevan
Ադմինիստրատոր,Ավանտա նորարարական բժշկության կենտրոն,22 March 2024,Yerevan
“Kapan” Branch Business Development Manager,FINCA UCO CJSC,21 March 2024,Kapan
General Manager at PREPA,Galaxy Group of Companies,23 March 2024,Yerevan
Business Development Executive,SoftConstruct,22 March 2024,Yerevan
"Reporting, Budgeting and Financial Analysis Department Leading Specialist",FINCA UCO CJSC,21 March 2024,Yerevan
SMM Specialist,Tushpa Wine Cellar,23 March 2024,Yerevan                                            (Remote)
Վաճառքի թիմի մասնագետ,FINCA UCO CJSC,21 March 2024,Yerevan
Internal Control Leading/Senior Specialist,FINCA UCO CJSC,21 March 2024,Yerevan
Italian Language Instructor,Berlitz Language center,23 March 2024,Yerevan
CONSULTANT TO DRAFT ORGANIZATION'S STRATEGY,FPWC,23 March 2024,Yerevan
ASIC Physical Design Engineer / 48579BR,Synopsys Armenia,23 March 2024,Yerevan
Native/Near To Native German Speaker Instructor,Berlitz Language center,23 March 2024,Yerevan
Sales Manager,SOLARON,23 March 2024,Yerevan
“Komitas” Branch Leading/Senior Credit Officer/Business Development Manager,FINCA UCO CJSC,21 March 2024,Yerevan
“Agatangeghos” Branch Credit Officer/Business Development Manager,FINCA UCO CJSC,21 March 2024,Yerevan
Network Administrator,FINCA UCO CJSC,21 March 2024,Yerevan
Գնումների մասնագետ /տենդեր,Ռաֆ-Օջախ ՍՊԸ,23 March 2024,Yerevan
“Abovyan” Branch Credit Officer/Business Development Manager,FINCA UCO CJSC,21 March 2024,Abovyan
Գանձապահ «Աշտարակ» մասնաճյուղում,FINCA UCO CJSC,21 March 2024,Ashtarak
Quality Engineering Manager - 47125BR,Synopsys Armenia,23 March 2024,Yerevan
Senior Layout Design Engineer / 46442BR,Synopsys Armenia,23 March 2024,Yerevan
High-Speed Analog Design and Methodology Design Engineer / 46506BR,Synopsys Armenia,23 March 2024,Yerevan
Analog Design Engineer / 46216BR,Synopsys Armenia,23 March 2024,Yerevan
Analog Circuit Design Intern / 47440BR,Synopsys Armenia,23 March 2024,Yerevan
Business Systems Specialist,FINCA UCO CJSC,21 March 2024,Yerevan
Senior Database Administrator / 47286BR,Synopsys Armenia,23 March 2024,Yerevan
R&D Engineer-CAD / 47569BR,Synopsys Armenia,23 March 2024,Yerevan
Senior R&D Engineer / 47463BR,Synopsys Armenia,23 March 2024,Yerevan
Staff Analog Design Engineer / 47570BR,Synopsys Armenia,23 March 2024,Yerevan
Clinical Quality Assurance Assistant,NoyMed LLC,23 March 2024,Yerevan
Customer Support  Specialist (Turkish Language),MediaCountry,22 March 2024,Yerevan
Գանձապահ՝ «Էրեբունի» մասնաճյուղում՝ 10։00-19։00 աշխատաժամանակով,FastBank CJSC,23 March 2024,Yerevan
ՀԱՃԱԽՈՐԴՆԵՐԻ ՍՊԱՍԱՐԿՄԱՆ ՄԱՍՆԱԳԵՏ,Էվրի Դեյ ՓԲԸ,23 March 2024,Yerevan
Manual QA Specialist,Chartrics Software Solutions LLC,23 March 2024,Yerevan
Junior C# /.Net Developer,Chartrics Software Solutions LLC,23 March 2024,Yerevan
Հաշվառման և աշխատավարձերի հաշվարկման մասնագետ,Digitain,23 March 2024,Yerevan
HR Director,"""Max Station"" LLC",23 March 2024,Yerevan
Արտադրության 1C օպերատոր,Genacvale Tavern,23 March 2024,Yerevan
Strategy and Transactions Analyst at EY office in Yerevan,Ernst and Young CJSC (EY),23 March 2024,Yerevan
“Gyumri” Branch Credit Officer Business Development Manager,FINCA UCO CJSC,21 March 2024,Gyumri
Հաշվետար,Հայաստանի Հաշվապահների Ասոցիացիա,23 March 2024,Yerevan
Ֆիրմային խանութների պատասխանատու,Bacon Product LLC,23 March 2024,Arzni
Accountant,FinTax Accounting,22 March 2024,Yerevan
Operator of sales and service,SPGH LLC,22 March 2024,Yerevan
Retail Sales Specialist,Karcher LLC,21 March 2024,Yerevan
Construction manager,Test Company,22 March 2024,Yerevan
Կորպորատիվ վաճառքների մասնագետ / B2B sales manager,LanAr Service LLC,22 March 2024,Yerevan
React/React Native Developer,AOByte,22 March 2024,Yerevan
Associate,Legelata Law Firm,20 March 2024,Yerevan
Construction Project Manager,Green Rock Management Group,22 March 2024,Yerevan
Support Specialist (also Night Shift),gg,22 March 2024,Yerevan
Learning and Development Specialist,Մեգա Ֆուդ ՍՊԸ,22 March 2024,Yerevan
Գանձապահ Upay ընկերությունում / ք. Երևան /,Ucom,22 March 2024,Yerevan
Համակարգչային օպերատոր,Bella Casa,22 March 2024,Yerevan
Head of Finance and Operations,People in Need,22 March 2024,Yerevan
English Support Specialist,TT soft,22 March 2024,Yerevan
B2B հաճախորդների համակարգող,"""Telecom Armenia"" OJSC",22 March 2024,Yerevan
Fundraising and Donor Relations Officer,City of Smile Charitable Foundation,22 March 2024,Yerevan
Media Buyer Meta,Apptrust Sp z o. o.,22 March 2024,Wroclaw
Sales Manager,Gimex Co,22 March 2024,Yerevan
Վաճառքի վերլուծաբան,Alpha Group,21 March 2024,Yerevan
Project manager,Inecobank CJSC,21 March 2024,Yerevan
Head of PMO,Inecobank CJSC,21 March 2024,Yerevan
Ավտոմեխանիկ - ընթացային մասերի մասնագետ,EURO TRUCK LLC,22 March 2024,Yerevan
Ավտոմեխանիկ - Փոխանցման տուփի մասնագետ,EURO TRUCK LLC,22 March 2024,Yerevan
Ավտոմեխանիկ - Շարժիչի մասնագետ,EURO TRUCK LLC,22 March 2024,Yerevan
Շուկայի զարգացման պատասխանատու/ վաճառքի մենեջեր,Maisich Group,22 March 2024,Yerevan
Բոցամուղների ինժեներ մեխանիկ,EURO TRUCK LLC,22 March 2024,Yerevan
Պահեստի պատասխանատու,EURO TRUCK LLC,22 March 2024,Yerevan
Մաքսային ձևակերպումների մասնագետ,EURO TRUCK LLC,22 March 2024,Yerevan
Chief/Senior Accountant,META-X INVESTMENT COMPANY,22 March 2024,Yerevan
Spare Parts Specialist,EURO TRUCK LLC,22 March 2024,Yerevan
Sales Specialist,EURO TRUCK LLC,22 March 2024,Yerevan
Fraud Monitoring Specialist,SoftConstruct,22 March 2024,Yerevan
Electrical engineer,Operation & Maintenance Service LLC,22 March 2024,Yerevan
Customer Analytics Specialist,Digitain,22 March 2024,Yerevan
Customer Retention Specialist,Digitain,22 March 2024,Yerevan
Legal Counsel,SoftLand LLC,22 March 2024,Yerevan
Compliance Manager,SoftLand LLC,22 March 2024,Yerevan
Ներքին Հարդարման Աշխատանքների Ղեկավար,SoftConstruct,22 March 2024,Yerevan
Կորպորատիվ հաճախորդների ներգրավման մասնագետ,EFES,22 March 2024,Yerevan
Project Manager,SoftConstruct,22 March 2024,Yerevan
Secretary referent,EFES,22 March 2024,Yerevan
Մարքեթինգի մասնագետ,Alfa-Pharm CJSC,22 March 2024,Yerevan
Менеджер по продажам,Digital Caramel,21 March 2024,Yerevan
SMM specialist,Digi school,21 March 2024,Yerevan
Full Stack Software Engineer (NodeJS | ReactJS),Pogos LLC,21 March 2024,Yerevan
Learning Coach in Kajaran (part time),TUMO Center for Creative Technologies,21 March 2024,Kajaran
Corporate Business Development Unit Chief specialist,AMIO BANK,21 March 2024,Yerevan
Առևտրային գործակալ  /Preseller,Derjava,21 March 2024,Vanadzor
Medical Representative,DEMI PHARM LLC,21 March 2024,Yerevan
Travel Specialist,SoftConstruct,21 March 2024,Yerevan
Marketing and SMM specialist,DoubleTree by Hilton Yerevan City Centre,21 March 2024,Yerevan
Project manager,Lomano,20 March 2024,Yerevan
Chief Specialist of HR Operations and Analytics,AMIO BANK,21 March 2024,Yerevan
Մենեջերի օգնական,USAcars Armenia,20 March 2024,Yerevan
Mob App Team Coordinator,"""Mehrabyan  and Sons"" LLC",21 March 2024,Yerevan
B2B(KAM),"""Mehrabyan  and Sons"" LLC",21 March 2024,Yerevan
Trade Marketing Manager,"""Mehrabyan  and Sons"" LLC",21 March 2024,Yerevan
Mid+ Node.js Developer,CREATIX,21 March 2024,Yerevan
Marketing specialist.,LanAr Service LLC,20 March 2024,Yerevan
Շուկայի զարգացման պատասխանատու,Metagroup LLC,21 March 2024,Yerevan
Project Manager at Gituzh,The Gituzh Initiative,21 March 2024,Yerevan
CRM Specialist VBET,SoftConstruct,20 March 2024,Yerevan
Sales manager,ԱՐԹ-ԳՐՈՒՊ ՍՊԸ,21 March 2024,Yerevan
"Data Analyst, Investment Management Solution",DataArt Armenia,21 March 2024,Yerevan
Մատուցող (ուհի)։,ԱԿՈՒՄԲ 12 (Club 12),21 March 2024,Yerevan
Առևտրային վարկավորման վարչության Կորպորատիվ վարկերի տրամադրման բաժնի առաջատար մասնագետ,ARMECONOMBANK OJSC,21 March 2024,Yerevan
Senior Media Buyer,iBooben Development,21 March 2024,Yerevan
Office Manager,Weles Global LLC,21 March 2024,Yerevan
SMM Manager,Weles Global LLC,21 March 2024,Yerevan
Graphic Designer,Weles Global LLC,21 March 2024,Yerevan
Վաճառող խորհրդատու,Փռայմ Մոթորս ՍՊԸ,21 March 2024,Yerevan
Digital Marketing Specialist,BangIts,21 March 2024,Yerevan
Call Center Specialist,Foody,21 March 2024,Yerevan
Financial Internal Control Specialist,SoftConstruct,21 March 2024,Yerevan
Հաշվետար - Օպերատոր,Բ25 ՍՊԸ,21 March 2024,Yerevan
Leadership Development Program Participant,Teach For Armenia,21 March 2024,Armenia (All cities)
SENIOR LARAVEL DEVELOPER,M&D Systems LLC,21 March 2024,Yerevan
Call Center Specialist,AMIO BANK,21 March 2024,Yerevan
Ֆինանսական հաշվետվությունների և բյուջետավորման մասնագետ,"""Telecom Armenia"" OJSC",21 March 2024,Yerevan
Call Specialist of IT Sales Team,Ithire,21 March 2024,Yerevan
IT Project Manager Intern,Ithire,21 March 2024,Yerevan
Վաճառքի և սպասարկման կենտրոնի մասնագետ Մեղրի  քաղաքում,"""Telecom Armenia"" OJSC",21 March 2024,Meghri
Վաճառքի և սպասարկման կենտրոնի մասնագետ Մարտունի քաղաքում,"""Telecom Armenia"" OJSC",21 March 2024,Martuni
Junior Business Development Specialist,AeroDynamics,20 March 2024,Yerevan
Վաճառող-խորհրդատու,Reyma,20 March 2024,Yerevan
Courier by scooter,Drive Motors,20 March 2024,Yerevan
Business and Financial Analyst,Digitain,20 March 2024,Yerevan
Senior Cost Control Analyst,Digitain,20 March 2024,Yerevan
Payment Solutions Specialist,Digitain,20 March 2024,Yerevan
SME loan specialist,AMIO BANK,20 March 2024,Yerevan
Golang Developer,SoftConstruct,20 March 2024,Yerevan
UI/UX Designer / VBET,SoftConstruct,20 March 2024,Yerevan
Procurement specialist,Alfa-Pharm CJSC,20 March 2024,Yerevan
Pricing Specialist,Deluxe Technologies LLC,20 March 2024,Yerevan
Node. JS Developer,Addevice,20 March 2024,Yerevan
Գլխավոր տնօրենի օգնական,Bacon Product LLC,20 March 2024,Arzni
Վարկային մասնագետ /ք. Երևան/,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,20 March 2024,Yerevan
Վարկավորման գծով սկսնակ,ՅՈՒՆԻԲԱՆԿ ԲԲԸ,20 March 2024,Yerevan
Վաճառքի մենեջեր,FMCG LLC,20 March 2024,Yerevan
"Մասնաճյուղի կառավարիչ /Վանաձորի, Արթիկի և Երևանի մասնաճյուղեր/",ՅՈՒՆԻԲԱՆԿ ԲԲԸ,20 March 2024,Yerevan
Technical Specialist,Galaxy Group of Companies,20 March 2024,Yerevan
"Սպառողական վարկավորման գծով գործակալ /Երևան, Արտաշատ, Գյումրի, Չարենցավան, Գավառ/",ՅՈՒՆԻԲԱՆԿ ԲԲԸ,20 March 2024,Yerevan
"Գանձապահ-մենեջեր սկսնակ /ք. Երևան, Արտաշատ, Գորիս, Գոգավան, Մխչյան, Զվարթնոց /",ՅՈՒՆԻԲԱՆԿ ԲԲԸ,20 March 2024,Yerevan
Ֆինանսիստ,Genacvale Tavern,20 March 2024,Yerevan
Մարկետոլոգ (վաճառքի վերլուծաբան),Գլոբալ Ռիթեյլ,20 March 2024,Yerevan
Electrician,Property Development Company,20 March 2024,Yerevan
Անձնակազմի կառավարման բաժնի մասնագետ,Hematology Center after Prof. R.H.Yeolyan,20 March 2024,Yerevan
Իրավաբանական անձանց հետ համագործակցության և պետ․ պատվերի համակարգման մասնագետ,Hematology Center after Prof. R.H.Yeolyan,20 March 2024,Yerevan
Junior Financier,4u.am,20 March 2024,Yerevan
"Account Manager (Arabic, Turkish, English )",CreedRoomz,20 March 2024,Yerevan
Իրավախորհրդատու,"""Telecom Armenia"" OJSC",20 March 2024,Yerevan
Account Manager (English and Russian languages),CreedRoomz,20 March 2024,Yerevan
Специалист по контролю качества эфира,Media Live,20 March 2024,Yerevan
Վարորդ (սեփական ուղևորաբեռնատար մեքենայով) ք․ Սևան,Ucom,20 March 2024,Sevan
Waiter/Waitress,Nova Hotel Yerevan,20 March 2024,Yerevan
Personal Assistant,ProjectEVN,20 March 2024,Yerevan
Англоязычная Game Presenter,Media Live,20 March 2024,Yerevan
"Full-Time Faculty and Director of the Center of Excellence in Journalism, College of Humanities and Social Sciences (CHSS)",American University of Armenia Fund,20 March 2024,Yerevan
"Full-Time Faculty and Inaugural Chair, MA Program in Journalism, College of Humanities and Social Sciences (CHSS)",American University of Armenia Fund,20 March 2024,Yerevan
Junior accountant,Step Consulting LLC,20 March 2024,Yerevan
Mid/Senior Graphic and Web designer,SarVia Tech,20 March 2024,Yerevan
Finance Specialist,NoyMed LLC,19 March 2024,Yerevan
QA Engineer,Nork Technology Center,20 March 2024,Yerevan
Sales Specialist,TenIT,20 March 2024,Yerevan
HR менеджер (Support),“Digital Line” Limited Liability Company,20 March 2024,Yerevan
Sales Manager,Jellyfish Yerevan,20 March 2024,Yerevan
Seller-Consultant / Alaverdi,Mobile Centre,20 March 2024,Alaverdi
Head of B2B (Business-to-Business),Globbing,20 March 2024,Yerevan
Senior sales manager,Freedom Broker Armenia,20 March 2024,Yerevan
Analyst,Freedom Broker Armenia,20 March 2024,Yerevan
Sales Manager,Freedom Broker Armenia,20 March 2024,Yerevan
Ցանցի կառուցման տեխնիկ ք․ Արմավիր,Ucom,20 March 2024,Armavir
«Չարենցավան»  մասնաճյուղի կառավարիչ,FastBank CJSC,20 March 2024,Yerevan
Procurement Manager for F&B,Galaxy Group of Companies,20 March 2024,Yerevan
Կահույքի Չափագրող Դիզայներ,MoDante Furniture,19 March 2024,Yerevan
Sales Manager (French-speaking),SOFT CONSULTING,19 March 2024,Yerevan
Sales Manager (Arabic-speaking),SOFT CONSULTING,19 March 2024,Yerevan
